"","subjectkey","freq_Lotto","freq_OthLotA","freq_OthLotB","freq_Scratch","freq_VSbet","freq_VHorse","freq_Casino","freq_Slots","freq_Table","freq_PVei","freq_OVei","freq_FHorse","freq_Private","freq_Cruise","freq_PPaf","freq_OPaf","freq_PFor","freq_OFor","freq_Other","diverity","diverity_No_lottery"
"3826","4157",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3827","4158",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,5
"3828","4159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3829","4160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3830","4161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3831","4162",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"3832","4163",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3833","4164",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"3834","4165",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"3835","4166",1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7,6
"3836","4167",1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,10,9
"3837","4169",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,5,4
"3838","4170",1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6,5
"3839","4171",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
"3840","4172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3841","4173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3842","4174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3843","4175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3844","4176",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3845","4177",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2
"3846","4178",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6
"3847","4179",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3848","4180",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"3849","4181",1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,10,9
"3850","4182",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3851","4183",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
"3852","4184",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3853","4185",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3854","4186",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"3855","4187",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,18
"3856","4188",1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,8,7
"3857","4189",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3858","4190",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3859","4191",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"3860","4192",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,3
"3861","4193",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"3862","4194",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3863","4195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3864","4196",1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,5
"3865","4198",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3866","4199",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3867","4200",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3868","4201",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"3869","4202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3870","4203",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,5
"3871","4204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3872","4205",1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,5
"3873","4206",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"3874","4207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3875","4208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3876","4209",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3877","4210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3878","4211",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"3879","4213",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3880","4214",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3881","4215",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"3882","4216",1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,10,9
"3883","4217",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"3884","4219",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,9,8
"3885","4220",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3886","4221",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"3887","4222",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"3888","4223",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"3889","4224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3890","4225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3891","4226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3892","4227",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3893","4228",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"3894","4229",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3895","4230",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"3896","4231",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"3897","4233",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3
"3898","4234",1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,5
"3899","4235",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3
"3900","4236",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3901","4237",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3902","4238",1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,6,5
"3903","4239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3904","4240",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3905","4241",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"3906","4242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3907","4243",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4
"3908","4244",1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,9,8
"3909","4246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3910","4247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3911","4248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3912","4249",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3913","4250",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3914","4251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3915","4252",1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,15,14
"3916","4255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3917","4256",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3918","4257",1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5,4
"3919","4258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3920","4259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3921","4260",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"3922","4261",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4
"3923","4262",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3924","4263",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"3925","4265",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"3926","4267",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"3927","4268",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3928","4269",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"3929","4270",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3930","4271",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3931","4272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3932","4273",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"3933","4274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3934","4275",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3
"3935","4276",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"3936","4277",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3937","4278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3938","4279",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3939","4280",1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,3
"3940","4282",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3941","4283",1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8,7
"3942","4284",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"3943","4285",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"3944","4286",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3945","4287",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"3946","4288",1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,11,10
"3947","4289",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3948","4290",1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,6,5
"3949","4291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3950","4292",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3951","4293",1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,4
"3952","4294",1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
"3953","4295",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"3954","4297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3955","4298",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"3956","4299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3957","4300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3958","4301",1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4
"3959","4302",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3960","4303",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3961","4304",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3
"3962","4306",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"3963","4307",1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,8,7
"3964","4309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3965","4310",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"3966","4311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3967","4312",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
"3968","4313",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3969","4314",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"3970","4315",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"3971","4316",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6
"3972","4317",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,2
"3973","4318",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"3974","4319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3975","4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3976","4321",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3
"3977","4322",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"3978","4323",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
"3979","4324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3980","4325",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"3981","4326",1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,5,4
"3982","4327",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3983","4328",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
"3984","4329",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3985","4331",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3986","4332",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2
"3987","4333",1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,5
"3988","4335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3989","4337",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3990","4338",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3991","4339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3992","4340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3993","4341",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"3994","4342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3995","4343",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"3996","4344",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3997","4345",0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,5,5
"3998","4346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3999","4347",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4000","4348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4001","4349",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4002","4350",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4003","4351",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2
"4004","4352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4005","4353",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2
"4006","4354",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4007","4355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4008","4357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4009","4358",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4010","4359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4011","4360",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2
"4012","4361",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
"4013","4362",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4014","4363",1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5,4
"4015","4364",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"4016","4365",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4017","4366",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4018","4368",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4019","4369",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4020","4370",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4021","4371",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4022","4372",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2
"4023","4373",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4024","4374",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4025","4375",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3
"4026","4376",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"4027","4379",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"4028","4380",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3
"4029","4381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4030","4382",1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,8,7
"4031","4383",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4
"4032","4384",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4033","4385",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4034","4386",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4035","4387",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4036","4388",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4037","4389",0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,9,9
"4038","4390",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4039","4391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4040","4392",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4041","4394",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"4042","4395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4043","4397",1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4
"4044","4398",1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5
"4045","4399",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4046","4400",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4047","4402",1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"4048","4403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4049","4404",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4050","4406",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4051","4407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4052","4408",1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6,5
"4053","4409",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4054","4410",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4055","4412",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"4056","4413",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"4057","4414",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4058","4415",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4059","4416",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4060","4417",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4061","4418",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
"4062","4419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4063","4420",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4064","4421",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4065","4422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4066","4423",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4067","4424",0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,4
"4068","4425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4069","4426",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2
"4070","4427",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4071","4428",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4072","4429",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4073","4430",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"4074","4431",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6
"4075","4432",1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,8,7
"4076","4433",1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,5
"4077","4434",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4078","4437",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3
"4079","4438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4080","4441",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4081","4442",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
"4082","4443",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4083","4444",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4084","4445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4085","4446",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4086","4447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4087","4448",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4088","4449",1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
"4089","4450",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,5
"4090","4451",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4091","4452",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4092","4453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4093","4454",1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
"4094","4455",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4095","4456",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4096","4457",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4097","4458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4098","4459",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4099","4460",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2
"4100","4461",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"4101","4462",1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
"4102","4463",1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,9,8
"4103","4464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4104","4466",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4105","4467",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4106","4468",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4107","4469",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
