"","subjectkey","freq_Lotto","freq_OthLotA","freq_OthLotB","freq_Scratch","freq_VSbet","freq_VHorse","freq_Casino","freq_Slots","freq_Table","freq_PVei","freq_OVei","freq_FHorse","freq_Private","freq_Cruise","freq_PPaf","freq_OPaf","freq_PFor","freq_OFor","freq_Other","diverity","diverity_No_lottery"
"1","1",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"2","2",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"3","3",1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,4
"4","4",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"5","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6","7",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"7","8",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"8","9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"9","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","11",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"11","12",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"12","13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","14",1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7,6
"14","15",1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,8,7
"15","16",1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,10,9
"16","17",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"17","19",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"18","20",1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7,6
"19","21",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"20","22",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3
"21","23",1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,8,7
"22","24",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"23","25",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"24","26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","27",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"26","28",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"27","29",1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4
"28","31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","32",1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,11,10
"30","34",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6
"31","35",1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,8,7
"32","36",1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5
"33","37",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3
"34","38",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3
"35","39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"36","40",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"37","41",1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,6,5
"38","42",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"39","43",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"40","44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","46",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
"43","47",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"44","48",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"45","49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","50",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"47","51",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"48","52",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"49","53",1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,5
"50","54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","56",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,16,15
"52","57",1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3
"53","59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","60",1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,4
"55","61",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"56","62",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"57","63",1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,8,7
"58","64",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"59","65",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
"60","66",1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,8,7
"61","67",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"62","68",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"63","69",1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,7,6
"64","70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","72",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"67","73",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4
"68","74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","75",1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4,3
"70","76",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"71","77",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"72","78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","79",0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4
"74","80",0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,4
"75","81",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"76","82",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"77","83",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
"78","84",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"79","85",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2
"80","86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","87",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"82","88",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"83","89",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
"84","90",1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,5
"85","91",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"86","92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","93",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"88","94",1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,7,6
"89","95",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"90","96",1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3
"91","97",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"92","98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","100",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5
"95","101",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2
"96","102",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
"97","103",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"98","104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","105",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"100","106",1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,5,4
"101","107",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"102","108",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"103","109",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"104","110",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"105","111",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"106","112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","113",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"108","114",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"109","115",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2
"110","116",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"111","117",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"112","118",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"113","119",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"114","120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","121",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"116","122",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"117","123",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"118","124",1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,9,8
"119","125",1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,13,12
"120","126",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"121","128",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3
"122","129",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"123","130",1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3
"124","131",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"125","132",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"126","133",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"127","134",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"128","136",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"129","137",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"130","138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","139",1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4
"132","140",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"133","141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","142",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
"135","144",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3
"136","145",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"137","146",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"138","147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","148",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
"140","149",1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,8,7
"141","150",1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3
"142","151",1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4
"143","152",1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,12,11
"144","153",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"145","154",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"146","155",1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,11,10
"147","156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","157",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"149","158",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"150","159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","160",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"152","161",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"153","163",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"154","164",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2
"155","165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","166",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"157","167",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"158","168",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,3
"159","170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","171",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"161","172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","173",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"163","174",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"164","175",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3
"165","176",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"166","177",1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,7,6
"167","178",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"168","179",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10,9
"169","180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","181",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"171","182",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"172","183",1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4
"173","184",1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,11,10
"174","185",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"175","186",1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,6
"176","187",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2
"177","188",1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,9,8
"178","189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","190",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"180","191",0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,4,4
"181","192",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
"182","194",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6
"183","195",1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,8,7
"184","197",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"185","198",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"186","199",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"187","200",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"188","201",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
"189","202",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"190","203",1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,9,8
"191","204",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"192","205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","207",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"195","208",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3
"196","209",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"197","211",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
"198","212",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"199","213",1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,4
"200","214",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2
"201","215",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"202","216",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
"203","217",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"204","218",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"205","219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","220",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"207","221",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"208","222",1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,6,5
"209","223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","224",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"211","225",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"212","226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","227",1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4
"214","228",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4
"215","229",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,6
"216","230",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"217","231",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"218","232",0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,6,6
"219","233",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"220","234",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3
"221","235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","236",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"223","237",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"224","238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225","239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","240",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"227","241",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5,4
"228","242",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,15,14
"229","243",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,16
"230","245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231","247",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"232","248",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4
"233","249",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3
"234","250",1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4
"235","251",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"236","252",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"237","253",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"238","254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","256",1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,11,10
"240","257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241","258",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"242","260",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"243","261",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3
"244","263",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"245","264",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"246","265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247","266",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"248","267",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"249","268",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
"250","269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","270",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"252","271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","272",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"254","273",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"255","274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","275",1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4
"257","276",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"258","277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","279",1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,6,5
"261","280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","282",1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
"264","283",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3
"265","284",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"266","285",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"267","286",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"268","287",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"269","288",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"270","289",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"271","290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","291",1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3
"273","292",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"274","293",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"275","294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","295",1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,5
"277","296",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"278","297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","298",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
"280","299",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
"281","300",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"282","301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","306",1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,5
"285","307",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"286","308",1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,10,9
"287","309",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"288","310",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"289","311",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
"290","312",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"291","314",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
"292","315",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"293","316",1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"294","317",1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,7,6
