"","subjectkey","sum_freq_all_No_lottery"
"615","661",-0.59507482598183
"616","662",1.45192395407532
"617","663",1.48955588112095
"618","664",0.0799816985471769
"619","665",-1.02014518133475
"620","666",-1.02014518133475
"621","667",-1.02014518133475
"622","669",-1.02014518133475
"623","670",-0.171821578341217
"624","671",-0.840784100959782
"625","672",-0.473576547067564
"626","673",-0.311356837220418
"627","674",-0.840784100959782
"628","675",4.66432603813918
"629","676",-1.02014518133475
"630","677",-0.734516512121553
"631","678",1.04127199553173
"632","679",-0.840784100959782
"633","680",-0.840784100959782
"634","681",-0.473576547067564
"635","682",-1.02014518133475
"636","683",0.166637231480227
"637","684",-0.360776128153587
"638","685",-0.840784100959782
"639","686",-0.415713745606865
"640","687",-1.02014518133475
"641","688",-1.02014518133475
"642","689",0.126717837244984
"643","690",-0.840784100959782
"644","691",2.76639810433522
"645","692",-1.02014518133475
"646","693",-0.105614058385595
"647","694",-0.0125441811962335
"648","696",-0.183452751966152
"649","697",0.137693828063583
"650","698",1.16215444354621
"651","699",1.67188327381127
"652","700",-0.840784100959782
"653","701",-0.857925471487601
"654","702",0.381458103141466
"655","703",-1.02014518133475
"656","704",-0.311356837220418
"657","705",-0.27884192526186
"658","706",-0.840784100959782
"659","707",-1.02014518133475
"660","708",5.63711117584927
"661","709",-1.02014518133475
"662","710",-1.02014518133475
"663","711",-1.02014518133475
"664","712",2.23918855100497
"665","713",-1.02014518133475
"666","714",-1.02014518133475
"667","715",1.18051800208237
"668","716",-0.0100292056526925
"669","717",-1.02014518133475
"670","718",7.17416325693844
"671","719",-0.294215466692599
"672","720",1.38093180756865
"673","721",-0.840784100959782
"674","722",0.235966731836516
"675","723",-0.840784100959782
"676","725",0.329941784999537
"677","726",-0.203178567930407
"678","727",0.601296371026564
"679","728",0.658690900208768
"680","729",-1.02014518133475
"681","730",-0.360776128153587
"682","731",-0.840784100959782
"683","732",1.09288622186228
"684","733",3.19784681481421
"685","734",-0.840784100959782
"686","735",-1.02014518133475
"687","736",-0.131995756845454
"688","737",-0.840784100959782
"689","738",-0.51634468126549
"690","739",-1.02014518133475
"691","740",0.302463224918178
"692","741",-1.02014518133475
"693","742",-0.678564391112636
"694","743",-0.114854386317635
"695","744",-0.602284303849839
"696","745",-1.02014518133475
"697","746",-1.02014518133475
"698","747",-0.840784100959782
"699","748",0.295312189103006
"700","749",0.266321521451933
"701","750",-0.734516512121553
"702","751",-0.913877592496518
"703","752",-1.02014518133475
"704","753",-0.572296802274407
"705","754",1.54023399049395
"706","755",-1.02014518133475
"707","756",-1.02014518133475
"708","758",-0.311356837220418
"709","760",3.75817523973564
"710","761",0.865633272447723
"711","762",-0.131995756845454
"712","763",-1.02014518133475
"713","764",-1.02014518133475
"714","766",-1.02014518133475
"715","767",0.027195545340504
"716","768",-1.02014518133475
"717","769",6.91933439735513
"718","770",-0.628248923283324
"719","771",-1.02014518133475
"720","772",-1.02014518133475
"721","774",-1.02014518133475
"722","775",-0.131995756845454
"723","776",-0.678564391112636
"724","777",-1.02014518133475
"725","778",1.65155530755739
"726","779",-0.678564391112636
"727","780",-0.840784100959782
"728","781",-0.840784100959782
"729","783",-1.02014518133475
"730","784",-0.440064594002693
"731","785",-0.690248776159356
"732","786",0.893869952717415
"733","787",-0.734516512121553
"734","788",-0.616417295791349
"735","789",-1.02014518133475
"736","790",-1.02014518133475
"737","791",2.53953993727316
"738","792",-0.510887695784391
"739","793",-1.02014518133475
"740","794",-1.02014518133475
"741","795",-1.02014518133475
"742","796",-1.02014518133475
"743","798",0.837431441452814
"744","799",-1.02014518133475
"745","800",-0.840784100959782
"746","801",0.274918724424006
"747","802",-1.02014518133475
"748","803",-1.02014518133475
"749","804",-1.02014518133475
"750","805",-1.02014518133475
"751","806",-1.02014518133475
"752","807",-0.734516512121553
"753","808",-1.02014518133475
"754","809",7.44765628452253
"755","810",-1.02014518133475
"756","811",-0.695705761640456
"757","812",1.7842424297134
"758","813",-1.02014518133475
"759","814",3.35386546964177
"760","815",-1.02014518133475
"761","816",-1.02014518133475
"762","817",-0.857925471487601
"763","818",-1.02014518133475
"764","820",-1.02014518133475
"765","821",-1.02014518133475
"766","822",0.770600904901376
"767","823",-1.02014518133475
"768","824",-1.02014518133475
"769","825",-0.857925471487601
"770","826",-0.274536433128099
"771","827",-1.02014518133475
"772","828",-1.02014518133475
"773","829",-1.02014518133475
"774","830",1.04747831305787
"775","831",-0.619425674377658
"776","832",-0.661423020584817
"777","833",0.529645287663116
"778","834",-1.02014518133475
"779","835",-1.02014518133475
"780","836",-0.70134241482006
"781","837",-0.0296855517240526
"782","838",-1.02014518133475
"783","839",2.14737682300311
"784","840",-0.734516512121553
"785","841",-0.309446156768636
"786","842",-0.337280916431135
"787","843",1.07816845012418
"788","844",0.496848664744307
"789","845",-0.678564391112636
"790","846",0.86065342738499
"791","847",0.035321229179536
"792","848",-1.02014518133475
"793","849",-1.02014518133475
"794","850",4.70692841065275
"795","851",1.45789953676093
"796","852",-1.02014518133475
"797","854",-1.02014518133475
"798","855",-1.02014518133475
"799","856",-1.02014518133475
"800","857",-0.840784100959782
"801","858",-0.334041288188363
"802","859",-1.02014518133475
"803","861",-0.678564391112636
"804","862",-0.59927592526353
"805","863",-1.02014518133475
"806","864",-1.02014518133475
"807","865",-0.840784100959782
"808","866",-0.840784100959782
"809","867",-0.840784100959782
"810","868",-1.02014518133475
"811","869",-1.02014518133475
"812","870",0.917325422939079
"813","871",-1.02014518133475
"814","872",-0.857925471487601
"815","873",-0.661423020584817
"816","874",-0.239213801372955
"817","875",-0.572296802274407
"818","876",0.136491541839922
"819","877",-0.203178567930407
"820","878",1.91801217306899
"821","879",-0.448887842908359
"822","880",-0.359761624597949
"823","881",2.36065317535289
"824","882",-1.02014518133475
"825","884",-1.02014518133475
"826","885",-1.02014518133475
"827","886",-0.913877592496518
"828","887",1.26694237757158
"829","888",-1.02014518133475
"830","889",-1.02014518133475
"831","890",-1.02014518133475
"832","891",-1.02014518133475
"833","892",0.126897504943489
"834","893",-0.678564391112636
"835","894",-1.02014518133475
"836","895",-1.02014518133475
"837","896",-0.840784100959782
"838","897",-1.02014518133475
"839","898",1.97958399931152
"840","899",-0.913877592496518
"841","900",-0.242400397099016
"842","901",-0.4930083364253
"843","902",-0.302700859834887
"844","903",1.50270480768736
"845","904",-0.840784100959782
"846","905",-0.840784100959782
"847","906",7.44765628452253
"848","907",7.44865332562884
"849","908",-1.02014518133475
"850","909",-0.0547044549611095
"851","910",-0.857925471487601
"852","911",-0.840784100959782
"853","912",-0.857925471487601
"854","913",-1.02014518133475
"855","914",-1.02014518133475
"856","915",-1.02014518133475
"857","916",0.0645066940573306
"858","917",0.452265900693421
"859","918",-0.533486051793309
"860","919",-0.572296802274407
"861","920",-0.59927592526353
"862","921",-0.254508539315357
"863","923",-1.02014518133475
"864","924",-1.02014518133475
"865","926",-0.840784100959782
"866","927",-0.382539648305372
"867","928",-1.02014518133475
"868","929",-1.02014518133475
"869","930",-0.840784100959782
"870","931",1.71377625307629
"871","932",4.96453203473721
"872","934",-0.840784100959782
"873","935",2.35150787285279
"874","936",-0.174205569910613
"875","937",0.0228194707250084
"876","939",-0.392935721899442
"877","940",-1.02014518133475
"878","941",-1.02014518133475
"879","943",-1.02014518133475
"880","944",-1.02014518133475
"881","945",-1.02014518133475
"882","946",-1.02014518133475
"883","947",0.418453204586266
"884","948",-0.913877592496518
"885","949",-1.02014518133475
"886","950",2.55008430934591
"887","951",-0.105614058385595
"888","952",-1.02014518133475
"889","953",-1.02014518133475
"890","954",-1.02014518133475
"891","955",-0.572296802274407
"892","956",-0.0751474589403924
"893","958",-0.857925471487601
"894","959",0.757473601709607
"895","960",-0.309446156768636
"896","961",-1.02014518133475
"897","962",-0.840784100959782
"898","963",-1.02014518133475
"899","964",-0.840784100959782
"900","966",-0.857925471487601
"901","967",-1.02014518133475
"902","968",1.30284712335737
"903","969",-1.02014518133475
"904","970",3.24280768916764
"905","972",0.423163630394516
"906","973",-0.337280916431135
"907","974",-0.54417555314496
"908","975",-0.913877592496518
"909","976",0.750066251458117
"910","979",-1.02014518133475
"911","980",-0.39598792964261
"912","981",-1.02014518133475
"913","982",-1.02014518133475
"914","983",3.65635493537531
"915","984",0.329941784999537
"916","986",-0.602284303849839
"917","987",-0.840784100959782
"918","988",-0.840784100959782
"919","989",-1.02014518133475
"920","990",2.23759426350325
"921","991",-1.02014518133475
"922","992",-1.02014518133475
"923","993",-1.02014518133475
"924","994",-1.02014518133475
"925","995",-1.02014518133475
"926","996",-1.02014518133475
"927","997",2.44137350921227
"928","998",-1.02014518133475
"929","999",-1.02014518133475
"930","1000",-0.840784100959782
"931","1001",-0.840784100959782
"932","1002",-0.840784100959782
"933","1003",-0.619425674377658
"934","1005",-0.678564391112636
"935","1007",-1.02014518133475
"936","1008",-1.02014518133475
"937","1009",-0.473576547067564
"938","1010",-0.375794351371623
"939","1011",-1.02014518133475
"940","1012",-1.02014518133475
"941","1013",-1.02014518133475
"942","1014",-1.02014518133475
"943","1015",-0.28497513876056
"944","1017",-1.02014518133475
"945","1018",-1.02014518133475
"946","1019",-1.02014518133475
"947","1020",-1.02014518133475
"948","1022",-1.02014518133475
"949","1023",-1.02014518133475
"950","1024",-1.02014518133475
"951","1025",-0.054112478549736
"952","1026",-0.734516512121553
"953","1027",-1.02014518133475
"954","1028",7.76241820639999
"955","1029",25.3213629310931
"956","1030",-1.02014518133475
"957","1031",-0.482061940209852
"958","1032",-0.840784100959782
"959","1033",-1.02014518133475
"960","1034",-1.02014518133475
"961","1035",-1.02014518133475
"962","1036",-0.840784100959782
"963","1037",-1.02014518133475
"964","1038",-1.02014518133475
"965","1039",-1.02014518133475
"966","1040",2.77070480191042
"967","1041",-1.02014518133475
"968","1042",-0.857925471487601
"969","1044",-1.02014518133475
"970","1045",-0.840784100959782
"971","1046",-1.02014518133475
"972","1047",-0.840784100959782
"973","1048",1.03130818438786
"974","1049",0.535344387136716
"975","1050",-1.02014518133475
"976","1051",-0.473576547067564
"977","1052",-0.131995756845454
"978","1053",-1.02014518133475
"979","1054",-0.437056215416384
"980","1055",-1.02014518133475
"981","1056",-0.171821578341217
"982","1057",-1.02014518133475
"983","1058",0.907820626456155
"984","1060",-0.054112478549736
"985","1061",-1.02014518133475
"986","1062",-1.02014518133475
"987","1063",-0.131995756845454
"988","1064",1.08617546172461
"989","1065",-1.02014518133475
"990","1066",-1.02014518133475
"991","1067",-0.678564391112636
"992","1068",-0.619425674377658
"993","1069",0.194633217468587
"994","1070",-0.840784100959782
"995","1071",-1.02014518133475
"996","1072",5.33373591226013
"997","1074",-1.02014518133475
"998","1075",-0.840784100959782
"999","1076",-1.02014518133475
"1000","1077",-0.404620106946162
"1001","1078",0.596171548392237
"1002","1080",-1.02014518133475
"1003","1081",-0.0257281680072242
"1004","1082",-1.02014518133475
