"","subjectkey_w2","single.factor","two.factor.f1","two.factor.f2","bifactor.f1","bifactor.f2","bifactor.g","two.factor.re.f1","two.factor.re.f2","three.factor.f1","three.factor.f2","three.factor.f3"
"394",869,0.836400649814422,0.733743357092637,0.804048274783697,-0.0141457962674147,0.452376670820072,0.475528285196046,0.688499221760004,0.877206203822833,0.751447553912748,0.777604626836829,0.755570327437595
"395",871,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"396",872,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"397",873,1.59557838897878,1.78307532813727,1.30900473988415,-0.00403580183435254,-0.194567980550049,1.33589519672621,1.3624082851065,1.05494060296456,1.78957185124428,1.36020404545722,0.952219377274173
"398",884,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"399",892,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"400",895,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"401",897,0.836400649814422,0.733743357092637,0.804048274783697,-0.0141457962674147,0.452376670820072,0.475528285196046,0.688499221760004,0.877206203822833,0.751447553912748,0.777604626836829,0.755570327437595
"402",898,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"403",899,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"404",903,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"405",907,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"406",908,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"407",910,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"408",911,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"409",914,0.836400649814422,0.733743357092637,0.804048274783697,-0.0141457962674147,0.452376670820072,0.475528285196046,0.688499221760004,0.877206203822833,0.751447553912748,0.777604626836829,0.755570327437595
"410",915,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"411",916,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"412",920,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"413",921,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"414",924,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
"415",926,1.36744884020935,1.16360581537437,1.2939486627375,-0.0355825376601576,0.47284994006272,0.985795190099021,0.942276766517937,1.20119764382887,1.19094253077226,1.31445913167237,1.07185068846658
"416",928,-0.108296584258064,-0.0786110559224212,-0.084923126708688,-0.0031365028308302,-0.128831915827052,-0.327890914807156,-0.0863884103723655,-0.102485783235457,-0.0709706491440895,-0.0757134937987526,-0.0624920595663229
