"","chisq","df","tli.scaled","rmsea.scaled","cfi.scaled","srmr"
"two.factor",389.148302959552,76,0.919581489596958,0.0448016559790806,0.932837288015041,0.167068974745301
"two.factor",380.388163435728,76,0.921856910712834,0.0441632822416807,0.934737639716213,0.162832387836434
"two.factor",389.215800158963,76,0.921409788454965,0.0442894496402142,0.934364218929421,0.161304879850804
"two.factor",382.402493448068,76,0.92164355855646,0.0442235301085071,0.934559455497703,0.155286496700963
"two.factor",402.018788236011,76,0.918302168185446,0.0451566088621158,0.931768843759273,0.15783604383815
"two.factor",377.24625391346,76,0.924319386187783,0.0434618669125064,0.936794212640346,0.163617072610164
"two.factor",406.006112885874,76,0.917025991752557,0.045507930879926,0.930703026079059,0.15721151739503
"two.factor",384.387024735694,76,0.922346414992156,0.0440247410259973,0.935146456476965,0.159664607932169
"two.factor",377.643682049224,76,0.92396823437043,0.0435625799647833,0.936500942990689,0.168023219395757
"two.factor",329.989589217092,76,0.935283398069578,0.0401905461218594,0.945950969816351,0.154898637573494
"two.factor",351.469467669063,76,0.930037319690061,0.0417877775637743,0.94156962963126,0.152429322859938
"two.factor",402.942501246236,76,0.916500115727909,0.0456519141068334,0.930263832915616,0.15721708911636
"two.factor",397.21513596002,76,0.919193322863695,0.0449096508771299,0.93251310480924,0.154380433395109
"two.factor",406.15220496743,76,0.917051565703925,0.045500917193794,0.930724384543937,0.158020090363627
"two.factor",357.033180545353,76,0.928255073603704,0.0423166862901967,0.940081160372324,0.167261541030523
"two.factor",404.593876433625,76,0.91772575319583,0.0453156289696248,0.931287442229485,0.158246277235433
"two.factor",393.700452501105,76,0.919723781624143,0.0447620025407636,0.932956125312471,0.165910278464422
"two.factor",386.05813976145,76,0.921626859906335,0.0442282421264528,0.934545509372324,0.170408103192757
"two.factor",328.713421923163,76,0.935854841381782,0.0400127127559652,0.946428219175994,0.175015936407658
"two.factor",387.624286066938,76,0.921998203483375,0.0441233377259629,0.934855642469632,0.15740312531329
"two.factor",402.001800918067,76,0.917588160985637,0.0453535051771946,0.931172530053938,0.157209352522843
"two.factor",383.18067232609,76,0.922886794228199,0.0438712929374042,0.935597762212562,0.162659750870716
"two.factor",390.522149836108,76,0.916283966550685,0.0457109635662277,0.930083312723649,0.146686765766087
"two.factor",398.572449481901,76,0.918969279106204,0.0449718657996964,0.932325991341445,0.159197602377376
"two.factor",405.513416336221,76,0.916981530977096,0.0455201217272066,0.930665894002849,0.161351594939051
"two.factor",384.145518761362,76,0.91999435284717,0.0446865036411286,0.933182096883351,0.158226421952391
"two.factor",382.337410434873,76,0.923332882390601,0.0437442145112524,0.935970319359183,0.164073919228742
"two.factor",394.810632639304,76,0.919654589575977,0.0447812891215415,0.93289833854697,0.160634145870314
"two.factor",397.035865603489,76,0.919785652531463,0.0447447496133292,0.933007797718585,0.157496868533301
"two.factor",388.917107783756,76,0.921566620899245,0.0442452361733541,0.934495199871897,0.154639511866406
"two.factor",385.206581697703,76,0.922027445122828,0.0441150663800707,0.934880064058625,0.168989748088774
"two.factor",397.035865603831,76,0.919785652554086,0.0447447496070195,0.933007797737478,0.157497001611766
"two.factor",407.009622988289,76,0.917005863912685,0.0455134502035212,0.930686216014989,0.157598033664523
"two.factor",406.543881475127,76,0.916594245036688,0.0456261751798151,0.930342446404267,0.158180256727898
"two.factor",406.692484789317,76,0.917318295494338,0.0454277016928045,0.930947147885381,0.155155825632171
"two.factor",407.027533731958,76,0.916769722148977,0.0455781535232873,0.930488998717827,0.157107786942406
"two.factor",389.122913479,76,0.919800992386652,0.0447404710096918,0.933020609026215,0.168717553906071
"two.factor",377.37278617352,76,0.922437242007838,0.0439989868655671,0.935222312006546,0.156971055928627
"two.factor",406.034255469622,76,0.916650524890628,0.0456107789532725,0.930389449359206,0.157037705369724
"two.factor",407.979153809705,76,0.916684454797335,0.0456014943896871,0.930417786424148,0.158514813599525
"two.factor",393.931534948413,76,0.920188243518514,0.0446323227659724,0.933344027553924,0.156081296697547
"two.factor",382.402493447882,76,0.921643556468218,0.0442235306977977,0.934559453753677,0.155286532656813
"two.factor",401.65846177718,76,0.918402005945607,0.0451290089077161,0.931852224745782,0.154929991446242
"two.factor",394.150111260237,76,0.920389125217161,0.0445761188560955,0.933511796884662,0.154944719874579
"two.factor",384.692858650244,76,0.921781430668834,0.0441846062125161,0.934674601437707,0.16859780777249
"two.factor",363.021741662555,76,0.927968025828656,0.0424012552326256,0.939841428164592,0.16687398245457
"two.factor",399.819705655025,76,0.918396350191337,0.0451305728809801,0.931847501258699,0.154887643959551
"two.factor",379.924698422942,76,0.923160002052455,0.0437935071960669,0.935825935780072,0.167213634244209
"two.factor",386.631463636896,76,0.92209330038968,0.0440964327520965,0.934935064061711,0.163005211635141
"two.factor",398.075675384097,76,0.918659375614064,0.0450577815980955,0.932067170842515,0.160627439963528
"two.factor",408.402327258658,76,0.916357715969655,0.045690824653496,0.930144905644987,0.157396845508845
"two.factor",380.083687006972,76,0.923905733057755,0.0435804814240703,0.936448744092191,0.149676834425575
"two.factor",399.527808383239,76,0.918835707050499,0.0450089166307798,0.93221443665756,0.159496997993445
"two.factor",397.131608453408,76,0.919527147274631,0.0448167906468375,0.932791903218373,0.153632333830094
"two.factor",376.208339698637,76,0.921745447288393,0.0441947683050753,0.934644549383713,0.153278388617988
"two.factor",359.486671112172,76,0.928148987389828,0.0423479606881178,0.939992560896999,0.166963865826504
"two.factor",392.313003445855,76,0.919437805871388,0.0448416616693741,0.93271728842006,0.166006624591465
"two.factor",404.876483069826,76,0.917748303965992,0.0453094182025446,0.931306275839729,0.155836404762771
"two.factor",404.95617437181,76,0.91761363058314,0.045346496325073,0.931193801366139,0.157047725211408
"two.factor",401.645891324634,76,0.917712717586956,0.0453192187528285,0.931276555347348,0.161239430015702
"two.factor",368.813114472768,76,0.926103661045803,0.0429464742903351,0.938284376258034,0.165708800832447
"two.factor",402.404980326856,76,0.915868448832905,0.0458242644737494,0.929736286937371,0.165740747229229
"two.factor",398.744534690559,76,0.918230484507867,0.0451764152754302,0.931708976072504,0.161755912497785
"two.factor",402.094128054166,76,0.916209582842984,0.0457312667021321,0.930021190066668,0.155722867066994
"two.factor",399.910037399171,76,0.917500588266543,0.0453775956189541,0.931099392398431,0.161941539863352
"two.factor",380.898858449779,76,0.923464444430348,0.0437066654984509,0.936080195348422,0.157687885640045
"two.factor",408.3764517433,76,0.915270756158587,0.0459867502146625,0.929237115033545,0.158346359531177
"two.factor",404.040757362183,76,0.917977005618543,0.0452463827121107,0.931497279417684,0.158404999188491
"two.factor",393.924549870367,76,0.917483957394746,0.0453821691724507,0.931085502879129,0.159565668536171
"two.factor",396.665279000533,76,0.919523074502074,0.0448179247329265,0.932788501781952,0.157736224644257
"two.factor",401.233204908846,76,0.918398237279604,0.0451300510546456,0.93184907728846,0.15632438139115
"two.factor",366.829956835977,76,0.927165833092261,0.0426367048564828,0.93917146500013,0.1571697016923
"two.factor",391.488440507977,76,0.920921586167622,0.0444267996664034,0.933956489546585,0.166084636044467
"two.factor",391.595218674857,76,0.9205393237224,0.0445340490550662,0.933637237394532,0.161092416087063
"two.factor",399.810157199025,76,0.916484837062064,0.0456560905703276,0.930251072711175,0.166659174645218
"two.factor",408.532937006695,76,0.912050535527151,0.0468524875980373,0.926547700000698,0.157523560383366
"two.factor",402.670301807376,76,0.918274447838568,0.0451642691063989,0.931745692700342,0.160826994437977
"two.factor",387.380082824175,76,0.921560414572435,0.0442469866714624,0.93449001656599,0.169277686605667
"two.factor",402.109258551431,76,0.917071181256236,0.0454955368728689,0.93074076676345,0.160889659469312
"two.factor",399.386176606942,76,0.918792352894999,0.0450209358512573,0.932178228791428,0.16234119623048
"two.factor",407.575608139182,76,0.916216384638997,0.0457294105169568,0.930026870687514,0.157248367355005
"two.factor",408.045456670486,76,0.916292593012523,0.0457086083779486,0.930090517241228,0.157081882188988
"two.factor",398.57244948203,76,0.918969279336159,0.044971865735884,0.932325991533496,0.159197589364833
"two.factor",407.261342270519,76,0.917187354502933,0.045463658831884,0.930837790573878,0.15643255097652
"two.factor",403.856557656866,76,0.91659964524771,0.0456246980937164,0.930346956470615,0.158077007993348
"two.factor",387.038578360185,76,0.921350570298426,0.0443061326700353,0.934314762007477,0.160021394122589
"two.factor",348.380357656511,76,0.931565359559293,0.0413289193402064,0.942845794796772,0.162799246739932
"two.factor",403.225485968636,76,0.917679596483571,0.0453283384580459,0.931248893766499,0.158569678545179
"two.factor",408.50659822225,76,0.916482179627728,0.0456568169479895,0.930248853315465,0.157584853089367
"two.factor",408.15002281897,76,0.91332771518051,0.046511053583147,0.927614355535371,0.158417312047788
"two.factor",408.43955687801,76,0.915962443449252,0.0457986591103733,0.929814787935639,0.157508577251896
"two.factor",403.724482128382,76,0.918035969065386,0.0452301167714669,0.931546523615048,0.157985836616725
"two.factor",394.008123570554,76,0.920075485275191,0.0446638399649885,0.933249855834226,0.159972774635926
"two.factor",363.721064598075,76,0.926838094687696,0.0427325252785892,0.938897749409505,0.158710888085252
"two.factor",366.023368460777,76,0.926851934429674,0.0427284833178682,0.938909307875332,0.168717524613533
"two.factor",407.645745298668,76,0.916458960992455,0.0456631629907122,0.930229461927764,0.15810664353425
"two.factor",408.479641560389,76,0.916787938772064,0.0455731654017706,0.930504212600844,0.157386339761001
"two.factor",404.902787309078,76,0.917275126137971,0.0454395593869819,0.930911094356987,0.158258117048712
"two.factor",364.019439040694,76,0.927240950749441,0.0426147124610426,0.939234200625906,0.166638372651333
"two.factor",407.078392882491,76,0.914966933627817,0.0460691261899373,0.928983373139715,0.157839088434447
"two.factor",408.11813439098,76,0.916928820099564,0.0455345704688378,0.930621871731504,0.156464789980487
"two.factor",401.28282711522,76,0.917951439189156,0.0452534337733961,0.9314759272349,0.155152300024082
